country,chain,name,street,housenumber,postcode,city,address_formatted,osm_type,osm_id,lat,lon,source
Belgium,Albert Heijn,Albert Heijn,Herseltsesteenweg,152,3200,Aarschot,Herseltsesteenweg 152 3200 Aarschot Belgium,way,390151188,51.0001834,4.8338357,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Groenplaats,43,2000,Antwerpen,Groenplaats 43 2000 Antwerpen Belgium,node,247308726,51.2183465,4.4015387,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Karel Oomsstraat,47,2018,Antwerpen,Karel Oomsstraat 47 2018 Antwerpen Belgium,way,141003823,51.1941544,4.4090134,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Offerandestraat,108,2060,Antwerpen,Offerandestraat 108 2060 Antwerpen Belgium,node,4666184982,51.2208863,4.4269814,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,be-MINE,6,3582,Beringen,be-MINE 6 3582 Beringen Belgium,node,5258110267,51.0678699,5.2248938,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Kapelstraat,29;31,8450,Bredene-Bad,Kapelstraat 29;31 8450 Bredene-Bad Belgium,node,3107489350,51.2484111,2.9634215,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Sint-Pieterskaai,55,8000,Brugge,Sint-Pieterskaai 55 8000 Brugge Belgium,way,146553995,51.221942,3.2186207,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Gaversesteenweg,46,9800,Deinze,Gaversesteenweg 46 9800 Deinze Belgium,node,3557595383,50.9762965,3.5352516,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Oude Vest,180,9420,Dendermonde,Oude Vest 180 9420 Dendermonde Belgium,node,8234485333,51.0315516,4.1056111,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Herentalsebaan,683,2100,Deurne,Herentalsebaan 683 2100 Deurne Belgium,node,7105616355,51.204003,4.48256,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Leuvensesteenweg,108C,3290,Diest,Leuvensesteenweg 108C 3290 Diest Belgium,node,13355851596,50.9749337,5.0436725,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Hasseltweg,198,3600,Genk,Hasseltweg 198 3600 Genk Belgium,way,51096104,50.9611151,5.4536877,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Rootenstraat,8,3600,Genk,Rootenstraat 8 3600 Genk Belgium,node,8234541878,50.9648478,5.5055588,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Korenmarkt,16,9000,Gent,Korenmarkt 16 9000 Gent Belgium,node,3958908761,51.0541597,3.7214061,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Ottergemsesteenweg-Zuid,808,9000,Gent,Ottergemsesteenweg-Zuid 808 9000 Gent Belgium,node,2498828925,51.0166291,3.734772,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Gentsesteenweg,79,8530,Harelbeke,Gentsesteenweg 79 8530 Harelbeke Belgium,way,239806861,50.8632136,3.3231624,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Hasseltsebaan,64,3940,Hechtel-Eksel,Hasseltsebaan 64 3940 Hechtel-Eksel Belgium,way,260958537,51.1201664,5.368379,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Kortrijkstraat,114,8770,Ingelmunster,Kortrijkstraat 114 8770 Ingelmunster Belgium,node,8841323220,50.9059,3.2609765,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Duinenwater,28,8300,Knokke-Heist,Duinenwater 28 8300 Knokke-Heist Belgium,node,5105102936,51.3389617,3.2829756,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Mechelsesteenweg,315,2550,Kontich,Mechelsesteenweg 315 2550 Kontich Belgium,node,10170908693,51.1171367,4.4510677,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Schampbergstraat,22B,3511,Kuringen,Schampbergstraat 22B 3511 Kuringen Belgium,node,676401377,50.9386121,5.3036185,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Lidostraat,7,3970,Leopoldsburg,Lidostraat 7 3970 Leopoldsburg Belgium,way,223001915,51.1270437,5.2544834,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Antwerpsesteenweg,499,2500,Lier,Antwerpsesteenweg 499 2500 Lier Belgium,node,4467087289,51.14878,4.5328144,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Zelebaan,19,9420,Lokeren,Zelebaan 19 9420 Lokeren Belgium,node,8234496627,51.094557,4.0094416,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Dendermondestraat,15,1785,Merchtem,Dendermondestraat 15 1785 Merchtem Belgium,node,8841326461,50.9611525,4.229444,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Molderdijk,49,2400,Mol,Molderdijk 49 2400 Mol Belgium,node,5763729835,51.1816954,5.1219379,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Hellevoortstraat,13,2560,Nijlen,Hellevoortstraat 13 2560 Nijlen Belgium,node,12151065291,51.1625388,4.6765732,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Torhoutsesteenweg,541,8400,Oostende,Torhoutsesteenweg 541 8400 Oostende Belgium,node,8234431906,51.2065942,2.9039256,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Westerring,45,9700,Oudenaarde,Westerring 45 9700 Oudenaarde Belgium,node,10565795421,50.8718761,3.6106664,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Liersesteenweg,104,2520,Ranst,Liersesteenweg 104 2520 Ranst Belgium,way,337417780,51.1535368,4.5811144,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Koestraat,177,8800,Roeselare,Koestraat 177 8800 Roeselare Belgium,node,8234446295,50.922251,3.1505234,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Puitvoetstraat,5,9100,Sint Niklaas,Puitvoetstraat 5 9100 Sint Niklaas Belgium,node,5613243804,51.150093,4.1578073,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Tiensesteenweg,168,3800,Sint-Truiden,Tiensesteenweg 168 3800 Sint-Truiden Belgium,node,3836540802,50.8138291,5.1650035,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Morettestraat,18,1740,Ternat,Morettestraat 18 1740 Ternat Belgium,node,8841325683,50.8849511,4.1733388,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Luikersteenweg,151,3700,Tongeren,Luikersteenweg 151 3700 Tongeren Belgium,node,3540744984,50.7674292,5.4642737,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Pand,251-254,8790,Waregem,Pand 251-254 8790 Waregem Belgium,node,9983081575,50.8854457,3.4318462,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Corbeillestraat,57,2235,Westmeerbeek,Corbeillestraat 57 2235 Westmeerbeek Belgium,node,7710209763,51.0609695,4.8240324,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Turnhoutsebaan,5,2110,Wijnegem,Turnhoutsebaan 5 2110 Wijnegem Belgium,node,7054277787,51.2211447,4.4998026,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Hoogstraat,179,1930,Zaventem,Hoogstraat 179 1930 Zaventem Belgium,node,7886413680,50.8819727,4.4658469,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Heuveneindeweg,20,3520,Zonhoven,Heuveneindeweg 20 3520 Zonhoven Belgium,node,10031312517,50.9817746,5.3655717,OpenStreetMap via Overpass API
Belgium,Albert Heijn,Albert Heijn,Spelaanstraat,2,9620,Zottegem,Spelaanstraat 2 9620 Zottegem Belgium,node,4921742829,50.8835822,3.8301873,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Molenstraat,66-68,9300,Aalst,Molenstraat 66-68 9300 Aalst Belgium,way,932932366,50.9398248,4.0423903,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Raffelgemstraat,18,9300,Aalst,Raffelgemstraat 18 9300 Aalst Belgium,way,929784336,50.9438236,4.0160674,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Leuvensesteenweg,143,3200,Aarschot,Leuvensesteenweg 143 3200 Aarschot Belgium,way,100287414,50.9806452,4.8217674,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Liersesteenweg,23,3200,Aarschot,Liersesteenweg 23 3200 Aarschot Belgium,way,95850768,50.9999806,4.8318535,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Grootstraat,2,3570,Alken,Grootstraat 2 3570 Alken Belgium,way,226407687,50.8771909,5.3090912,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market Anderlues,Route de Charleroi,107,6150,Anderlues,Route de Charleroi 107 6150 Anderlues Belgium,node,13203671180,50.4066371,4.2816409,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue Florent Pirotte,18,4430,Ans,Rue Florent Pirotte 18 4430 Ans Belgium,way,38209437,50.6638289,5.5092526,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue Jean Jaurès,33,4430,Ans,Rue Jean Jaurès 33 4430 Ans Belgium,way,53542513,50.6535178,5.5303471,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Kerkstraat,7-11,2060,Antwerpen,Kerkstraat 7-11 2060 Antwerpen Belgium,node,1692255482,51.2177577,4.4283585,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Marché-aux-Légumes,6,6700,Arlon,Marché-aux-Légumes 6 6700 Arlon Belgium,node,3450436496,49.6840149,5.8129219,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Parc de l'Hydrion,12,6700,Arlon,Parc de l'Hydrion 12 6700 Arlon Belgium,node,3499865693,49.6841204,5.7891084,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue de Clairefontaine,1,6700,Arlon,Rue de Clairefontaine 1 6700 Arlon Belgium,node,7352541584,49.679428,5.8231522,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Marché au Lin,1,7800,Ath,Marché au Lin 1 7800 Ath Belgium,way,420071917,50.6307148,3.7782516,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Avenue de la Porallée,36A,4920,Aywaille,Avenue de la Porallée 36A 4920 Aywaille Belgium,way,114920634,50.4800636,5.6987463,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Steegstraat,16,2490,Balen,Steegstraat 16 2490 Balen Belgium,way,138701860,51.1692456,5.1689654,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue de Rochefort,37,5570,Beauraing,Rue de Rochefort 37 5570 Beauraing Belgium,way,493272337,50.1108136,4.9602078,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Baalsesteenweg,12,3130,Begijnendijk,Baalsesteenweg 12 3130 Begijnendijk Belgium,node,10068952955,51.0183373,4.7820624,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Allée des Ormes,15,5001,Belgrade,Allée des Ormes 15 5001 Belgrade Belgium,way,31288447,50.4733382,4.8175269,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Grotesteenweg,464,2600,Berchem,Grotesteenweg 464 2600 Berchem Belgium,way,44453316,51.1856366,4.4312377,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Diestersesteenweg,77,3583,Beringen,Diestersesteenweg 77 3583 Beringen Belgium,node,5403176574,51.0350666,5.165547,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Legrellestraat,40,2590,Berlaar,Legrellestraat 40 2590 Berlaar Belgium,way,52341961,51.1204287,4.6577649,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Pijpenpoort,5,3740,Bilzen,Pijpenpoort 5 3740 Bilzen Belgium,way,429422945,50.8722713,5.521221,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Tongersestraat,73,3740,Bilzen,Tongersestraat 73 3740 Bilzen Belgium,way,151233749,50.862226,5.5017358,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue de Robiano,40,7130,Binche,Rue de Robiano 40 7130 Binche Belgium,way,1122617309,50.4106771,4.1686908,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Kaulillerweg,6,3950,Bocholt,Kaulillerweg 6 3950 Bocholt Belgium,way,264209617,51.1745838,5.5765645,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Velodroomstraat,127,2850,Boom,Velodroomstraat 127 2850 Boom Belgium,node,9952807378,51.094744,4.3725167,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Leuvensesteenweg,263b,3190,Boortmeerbeek,Leuvensesteenweg 263b 3190 Boortmeerbeek Belgium,way,511815896,50.9736411,4.5663596,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Turnhoutsebaan,122-124,2140,Borgerhout,Turnhoutsebaan 122-124 2140 Borgerhout Belgium,node,6958635336,51.2142326,4.4370497,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Sittardstraat,10,3840,Borgloon,Sittardstraat 10 3840 Borgloon Belgium,way,753680100,50.8116704,5.3424224,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,de Robianostraat,155,2150,Borsbeek,de Robianostraat 155 2150 Borsbeek Belgium,way,44740567,51.1931847,4.4757542,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue des Digues,58;60,7090,Braine-le-Comte,Rue des Digues 58;60 7090 Braine-le-Comte Belgium,way,40089541,50.6121918,4.140154,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Ringlaan,21,2960,Brecht,Ringlaan 21 2960 Brecht Belgium,way,943549898,51.3577188,4.6403765,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Pannebekestraat,103,8000,Brugge,Pannebekestraat 103 8000 Brugge Belgium,node,8635075171,51.2263702,3.2354557,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Scheepsdalelaan,3,8000,Brugge,Scheepsdalelaan 3 8000 Brugge Belgium,way,146620178,51.216153,3.2130822,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Boulevard Audent,4,6000,Charleroi,Boulevard Audent 4 6000 Charleroi Belgium,way,575733450,50.4099734,4.4431705,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue des Prés,45,6200,Châtelineau,Rue des Prés 45 6200 Châtelineau Belgium,way,1414129027,50.4320728,4.5073394,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Place Franklin D. Roosevelt,56,6180,Courcelles,Place Franklin D. Roosevelt 56 6180 Courcelles Belgium,way,74844566,50.4602646,4.379661,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Faubourg Saint-Germain,13,5660,Couvin,Faubourg Saint-Germain 13 5660 Couvin Belgium,way,94905311,50.0512258,4.4947397,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Bruggesteenweg,3,8340,Damme,Bruggesteenweg 3 8340 Damme Belgium,way,295132736,51.2041289,3.3106392,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Aan de Bocht,22,9840,De Pinte,Aan de Bocht 22 9840 De Pinte Belgium,way,217588673,50.9939198,3.6443135,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Vichtesteenweg,280,8540,Deerlijk,Vichtesteenweg 280 8540 Deerlijk Belgium,way,741289360,50.8442156,3.3843606,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Gentseweg,134,8792,Desselgem,Gentseweg 134 8792 Desselgem Belgium,way,585476963,50.8844379,3.3698922,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Bisschoppenhoflaan,219,2100,Deurne,Bisschoppenhoflaan 219 2100 Deurne Belgium,node,12294634301,51.2323656,4.4545877,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Wijkstraat,37,3590,Diepenbeek,Wijkstraat 37 3590 Diepenbeek Belgium,node,4620935321,50.9076378,5.4265918,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Leuvensesteenweg,110B,3290,Diest,Leuvensesteenweg 110B 3290 Diest Belgium,node,408433694,50.973926,5.0433237,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Europalaan,104A,3650,Dilsen-Stokkem,Europalaan 104A 3650 Dilsen-Stokkem Belgium,node,12864100945,51.0380389,5.717986,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Tienne de l'Europe,1,5500,Dinant,Tienne de l'Europe 1 5500 Dinant Belgium,way,745139296,50.2669754,4.9361319,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue de la Corderie,1,7370,Dour,Rue de la Corderie 1 7370 Dour Belgium,node,9379184131,50.3973394,3.7714426,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Merenstraat,1,3080,Duisburg,Merenstraat 1 3080 Duisburg Belgium,way,158694805,50.8155661,4.5517024,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Prins Boudewijnlaan,306,2650,Edegem,Prins Boudewijnlaan 306 2650 Edegem Belgium,way,42732684,51.1625858,4.4268099,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Koning Albertstraat,106,9900,Eeklo,Koning Albertstraat 106 9900 Eeklo Belgium,way,549367792,51.1864121,3.5583634,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Oudenaardsesteenweg,381,9420,Erpe-Mere,Oudenaardsesteenweg 381 9420 Erpe-Mere Belgium,way,159360049,50.9256815,3.9564781,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rotenberg,12,4700,Eupen,Rotenberg 12 4700 Eupen Belgium,way,89603041,50.6263855,6.029553,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue Francisco Ferrer,127,6240,Farciennes,Rue Francisco Ferrer 127 6240 Farciennes Belgium,way,461858995,50.4239767,4.5577405,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Chaussée de Charleroi,248,6220,Fleurus,Chaussée de Charleroi 248 6220 Fleurus Belgium,way,132409462,50.4811324,4.5507415,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue de la Clef,30,4620,Fléron,Rue de la Clef 30 4620 Fléron Belgium,way,29344729,50.6157616,5.6952133,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Chaussée de Charleroi,142,5030,Gembloux,Chaussée de Charleroi 142 5030 Gembloux Belgium,node,299391059,50.5596052,4.6783615,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Maaseikerbaan,159-163,3600,Genk,Maaseikerbaan 159-163 3600 Genk Belgium,way,645464080,50.994632,5.5517776,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Broederlijke-Weversplein,1,9000,Gent,Broederlijke-Weversplein 1 9000 Gent Belgium,node,1236028104,51.0535894,3.7004163,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Hundelgemsesteenweg,36,9050,Gent,Hundelgemsesteenweg 36 9050 Gent Belgium,node,3524882850,51.032696,3.7426594,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Vlaamsekaai,106,9000,Gent,Vlaamsekaai 106 9000 Gent Belgium,way,679309499,51.0456636,3.7436647,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Zwijnaardsesteenweg,68,9000,Gent,Zwijnaardsesteenweg 68 9000 Gent Belgium,node,1150961878,51.0347978,3.7256754,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue de la Bruyère,215,1332,Genval,Rue de la Bruyère 215 1332 Genval Belgium,node,391038684,50.7262534,4.485953,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Chaussée de Bruxelles,458,7822,Ghislenghien,Chaussée de Bruxelles 458 7822 Ghislenghien Belgium,way,1112337036,50.6544455,3.8824417,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rue du Calvaire,11,6041,Gosselies,Rue du Calvaire 11 6041 Gosselies Belgium,way,246880069,50.4678997,4.4332123,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Brusselstraat,64,1702,Groot-Bijgaarden,Brusselstraat 64 1702 Groot-Bijgaarden Belgium,way,129123352,50.8681306,4.2763351,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Avenue de la Gare,11,6720,Habay-la-Neuve,Avenue de la Gare 11 6720 Habay-la-Neuve Belgium,node,1786663988,49.7261343,5.6444268,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,De Statie,28,3945,Ham,De Statie 28 3945 Ham Belgium,node,3772971229,51.1038295,5.1734169,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Deerlijksesteenweg,137,8530,Harelbeke,Deerlijksesteenweg 137 8530 Harelbeke Belgium,node,2464293101,50.8574828,3.3306557,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Rue du Dépôt,15,7021,Havré,Rue du Dépôt 15 7021 Havré Belgium,node,480286933,50.4655433,4.0449867,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Broekveldstraat,34,3020,Herent,Broekveldstraat 34 3020 Herent Belgium,node,1309538205,50.9105095,4.6735102,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Diestsesteenweg,120,3540,Herk-de-Stad,Diestsesteenweg 120 3540 Herk-de-Stad Belgium,way,228949927,50.9440144,5.1430889,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Diestsestraat,7,3540,Herk-de-Stad,Diestsestraat 7 3540 Herk-de-Stad Belgium,node,1990869127,50.9408506,5.1639428,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue Basse Campagne,1,4040,Herstal,Rue Basse Campagne 1 4040 Herstal Belgium,node,1196609509,50.685916,5.6477718,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Rue Bure Crèvecoeur,68,4040,Herstal,Rue Bure Crèvecoeur 68 4040 Herstal Belgium,way,119441187,50.6709643,5.6178614,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Naamsesteenweg,104,3001,Heverlee,Naamsesteenweg 104 3001 Heverlee Belgium,way,96442906,50.8659117,4.6957262,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Tervuursevest,113,3001,Heverlee,Tervuursevest 113 3001 Heverlee Belgium,node,3194449517,50.8706452,4.6919383,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Sint-Bernardsesteenweg,1400,2660,Hoboken,Sint-Bernardsesteenweg 1400 2660 Hoboken Belgium,node,451760211,51.1602859,4.350259,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Tiensestraat,12A,3320,Hoegaarden,Tiensestraat 12A 3320 Hoegaarden Belgium,way,160314290,50.7752915,4.8924084,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Joseph Kumpsstraat,5,1560,Hoeilaart,Joseph Kumpsstraat 5 1560 Hoeilaart Belgium,way,286919502,50.7576741,4.4939802,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Jonkershovestraat,101D,8650,Houthulst,Jonkershovestraat 101D 8650 Houthulst Belgium,way,300497056,50.9731411,2.9360546,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Avenue Prince de Liège,57,5100,Jambes,Avenue Prince de Liège 57 5100 Jambes Belgium,node,245928810,50.4632337,4.8891783,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Kirchplatz,34,4720,Kelmis / La Calamine,Kirchplatz 34 4720 Kelmis / La Calamine Belgium,way,90075030,50.7173965,6.0147832,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Diestsesteenweg,104,3010,Kessel-Lo,Diestsesteenweg 104 3010 Kessel-Lo Belgium,node,4115108817,50.8839446,4.7230375,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Natiënlaan,77,8300,Knokke-Heist,Natiënlaan 77 8300 Knokke-Heist Belgium,way,304387818,51.3368215,3.2899895,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Zeedijk-Duinbergen,337,8301,Knokke-Heist,Zeedijk-Duinbergen 337 8301 Knokke-Heist Belgium,node,1876845032,51.3445375,3.2582681,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Leopold II Laan,100,8670,Koksijde,Leopold II Laan 100 8670 Koksijde Belgium,way,757456284,51.121454,2.6791536,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Strandlaan,19,8670,Koksijde,Strandlaan 19 8670 Koksijde Belgium,way,1213164903,51.0997225,2.6300918,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Dorpsplein,10A,3470,Kortenaken,Dorpsplein 10A 3470 Kortenaken Belgium,way,159226179,50.9099753,5.0584714,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Burgemeester Vercruysselaan,34,8500,Kortrijk,Burgemeester Vercruysselaan 34 8500 Kortrijk Belgium,way,276264521,50.8365388,3.2642597,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Rekkemsestraat,133;135;139,8510,Kortrijk,Rekkemsestraat 133;135;139 8510 Kortrijk Belgium,node,10157899593,50.807628,3.228009,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Walle,2,8500,Kortrijk,Walle 2 8500 Kortrijk Belgium,way,570223244,50.8162894,3.2691226,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Tramstatie,3,9770,Kruisem,Tramstatie 3 9770 Kruisem Belgium,node,7112964116,50.9077343,3.5292485,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Brugsesteenweg,204,8520,Kuurne,Brugsesteenweg 204 8520 Kuurne Belgium,way,649461927,50.8580156,3.2708167,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,"Rue Albert 1, Roi des Belges",21,7100,La Louvière,"Rue Albert 1, Roi des Belges 21 7100 La Louvière Belgium",way,1188108474,50.4764503,4.1876119,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Market,Maaseikersteenweg,231,3620,Lanaken,Maaseikersteenweg 231 3620 Lanaken Belgium,way,46937688,50.8926213,5.6737989,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour,Attenhovenstraat,38,3400,Landen,Attenhovenstraat 38 3400 Landen Belgium,way,239777904,50.7570476,5.0820324,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Aarschotsesteenweg,264,3012,Leuven,Aarschotsesteenweg 264 3012 Leuven Belgium,node,6606011560,50.9160289,4.7163105,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Brusselsestraat,60,3000,Leuven,Brusselsestraat 60 3000 Leuven Belgium,node,616303329,50.880237,4.6973208,OpenStreetMap via Overpass API
Belgium,Carrefour,Carrefour Express,Naamsestraat,48,3000,Leuven,Naamsestraat 48 3000 Leuven Belgium,node,460423411,50.8760711,4.700208,OpenStreetMap via Overpass API
