country,chain,name,street,housenumber,postcode,city,address_formatted,osm_type,osm_id,lat,lon,source
France,Carrefour,Carrefour City,Rue de l'Alma,49,35000,Rennes,Rue de l'Alma 49 35000 Rennes France,node,4410324923,48.0982671,-1.6749768,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Rue du Bosphore,5,35200,Rennes,Rue du Bosphore 5 35200 Rennes France,way,379435666,48.083046,-1.6813415,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue Charles Rivière,42,44400,Rezé,Rue Charles Rivière 42 44400 Rezé France,node,1686313744,47.174498,-1.5438033,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue de Loudun,26,37120,Richelieu,Rue de Loudun 26 37120 Richelieu France,way,525377941,47.0119282,0.3225454,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue du Castéras,,31370,Rieumes,Avenue du Castéras 31370 Rieumes France,way,153162313,43.414137,1.117006,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue Jean Monnet,19,87570,Rilhac-Rancon,Rue Jean Monnet 19 87570 Rilhac-Rancon France,node,2749312690,45.8984058,1.3101179,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Avenue des Insurrections Anti-Esclavagistes,,97211,Rivière-Pilote,Avenue des Insurrections Anti-Esclavagistes 97211 Rivière-Pilote France,way,182354630,14.4869027,-60.9030521,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Boulevard du 122e Régiment d'Infanterie,4,12000,Rodez,Boulevard du 122e Régiment d'Infanterie 4 12000 Rodez France,way,77688797,44.3526479,2.5690671,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue de Lille,399,59223,Roncq,Rue de Lille 399 59223 Roncq France,way,123030518,50.7527425,3.120266,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Impasse des Figuiers,,83520,Roquebrune-sur-Argens,Impasse des Figuiers 83520 Roquebrune-sur-Argens France,way,230670553,43.4615375,6.635073,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Avenue du Général de Gaulle,,93110,Rosny-sous-Bois,Avenue du Général de Gaulle 93110 Rosny-sous-Bois France,node,443454836,48.8847815,2.4762073,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de Schirmeck,6,67570,Rothau,Rue de Schirmeck 6 67570 Rothau France,node,13022459232,48.4573958,7.2081314,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Boulevard du Général de Gaulle,77,59100,Roubaix,Boulevard du Général de Gaulle 77 59100 Roubaix France,way,79527385,50.6828189,3.1700434,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue La Rochefoucauld,92,59100,Roubaix,Rue La Rochefoucauld 92 59100 Roubaix France,node,10853564305,50.6779131,3.1786721,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Avenue Jean Rondeaux,8 c,76100,Rouen,Avenue Jean Rondeaux 8 c 76100 Rouen France,node,12823901075,49.4357502,1.0769397,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue Pasteur,6,76000,Rouen,Avenue Pasteur 6 76000 Rouen France,node,660517569,49.4433651,1.0784192,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Boulevard des Belges,87,76000,Rouen,Boulevard des Belges 87 76000 Rouen France,node,9371201748,49.4457362,1.0858393,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place Saint-Marc,,76000,Rouen,Place Saint-Marc 76000 Rouen France,node,4888346686,49.4381715,1.1004998,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place des Carmes,46,76000,Rouen,Place des Carmes 46 76000 Rouen France,node,9085485440,49.4424239,1.0954586,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Route de Lyons-la-Forêt,72,76000,Rouen,Route de Lyons-la-Forêt 72 76000 Rouen France,node,10982782987,49.4376365,1.1117656,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Grand Pont,24,76000,Rouen,Rue Grand Pont 24 76000 Rouen France,node,7125156124,49.4390263,1.0925932,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Saint-Hilaire,102-105,76000,Rouen,Rue Saint-Hilaire 102-105 76000 Rouen France,node,4466658194,49.4423582,1.1082522,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Saint-Julien,146,76100,Rouen,Rue Saint-Julien 146 76100 Rouen France,node,1824344898,49.426108,1.0745746,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de la République,35,76000,Rouen,Rue de la République 35 76000 Rouen France,node,4159957853,49.4401728,1.0972906,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue des Bons Raisins,59,92500,Rueil-Malmaison,Rue des Bons Raisins 59 92500 Rueil-Malmaison France,node,9746971760,48.8729685,2.1989022,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue Paul Bert,58,59172,Rœulx,Rue Paul Bert 58 59172 Rœulx France,node,7562082763,50.3096482,3.3356377,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place Raphaël Élizé,12,72300,Sablé-sur-Sarthe,Place Raphaël Élizé 12 72300 Sablé-sur-Sarthe France,node,4426128328,47.8403455,-0.3338822,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route de La Flèche,,72300,Sablé-sur-Sarthe,Route de La Flèche 72300 Sablé-sur-Sarthe France,node,4975375028,47.8307776,-0.3149701,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Rue de la Lys,,62840,Sailly-sur-la-Lys,Rue de la Lys 62840 Sailly-sur-la-Lys France,node,7331494431,50.6587573,2.7709536,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue de la Lys,1173,62840,Sailly-sur-la-Lys,Rue de la Lys 1173 62840 Sailly-sur-la-Lys France,way,241668972,50.6588246,2.7703387,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Avenue du Général de Gaulle,93,18200,Saint-Amand-Montrond,Avenue du Général de Gaulle 93 18200 Saint-Amand-Montrond France,node,725890526,46.7310309,2.4930155,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Chemin de la Côte des Ânes,69,82140,Saint-Antonin-Noble-Val,Chemin de la Côte des Ânes 69 82140 Saint-Antonin-Noble-Val France,node,2661554365,44.1526444,1.7583885,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue de la Résistance,,76410,Saint-Aubin-lès-Elbeuf,Rue de la Résistance 76410 Saint-Aubin-lès-Elbeuf France,way,178046178,49.3032975,1.035757,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue du Général Hirschauer,21,57500,Saint-Avold,Rue du Général Hirschauer 21 57500 Saint-Avold France,node,9459918356,49.1035487,6.7075488,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Route de Ganges,,34980,Saint-Clément-de-Rivière,Route de Ganges 34980 Saint-Clément-de-Rivière France,way,512046970,43.6495405,3.8419207,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Victor Hugo,19,83270,Saint-Cyr sur Mer,Rue Victor Hugo 19 83270 Saint-Cyr sur Mer France,node,9027792105,43.1826737,5.7122443,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place de Bliesen,1,45590,Saint-Cyr-en-Val,Place de Bliesen 1 45590 Saint-Cyr-en-Val France,node,11390083020,47.8320635,1.9679307,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Boulevard Carnot,,46400,Saint-Céré,Boulevard Carnot 46400 Saint-Céré France,way,75744228,44.8619601,1.8900412,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Place du Caquet,,93200,Saint-Denis,Place du Caquet 93200 Saint-Denis France,node,1311530762,48.9373262,2.3599093,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue Jean Chatel,,97400,Saint-Denis,Rue Jean Chatel 97400 Saint-Denis France,node,6783199586,-20.8821732,55.4510127,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue du Chalet,,45560,Saint-Denis-en-Val,Rue du Chalet 45560 Saint-Denis-en-Val France,node,12180198652,47.8807792,1.9528514,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place Foch,3,43140,Saint-Didier-en-Velay,Place Foch 3 43140 Saint-Didier-en-Velay France,node,3034324698,45.3019057,4.2760131,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place des Déportés,,88100,Saint-Dié-des-Vosges,Place des Déportés 88100 Saint-Dié-des-Vosges France,way,46892044,48.2845488,6.9480062,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue de Genève,,01630,Saint-Genis-Pouilly,Rue de Genève 01630 Saint-Genis-Pouilly France,way,121763448,46.241434,6.0288435,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue de L'Aurore,12,78100,Saint-Germain-en-Laye,Rue de L'Aurore 12 78100 Saint-Germain-en-Laye France,node,1831360058,48.8947915,2.0715147,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue du Mont Blanc,28,74170,Saint-Gervais-les-Bains,Rue du Mont Blanc 28 74170 Saint-Gervais-les-Bains France,node,3016302051,45.8923575,6.7120751,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue de Saint-Brieuc,31,35590,Saint-Gilles,Rue de Saint-Brieuc 31 35590 Saint-Gilles France,way,964632184,48.1558877,-1.8328871,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Avenue d'Aulot,30,09200,Saint-Girons,Avenue d'Aulot 30 09200 Saint-Girons France,node,617866037,42.9812046,1.1498048,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue de la Résistance,1075,09200,Saint-Girons,Avenue de la Résistance 1075 09200 Saint-Girons France,node,440756100,42.9730465,1.1534536,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Chemin des Prêles,400,38330,Saint-Ismier,Chemin des Prêles 400 38330 Saint-Ismier France,node,11637596875,45.2411828,5.8452081,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express Saint-James,Rue d'Antrain,3,50240,Saint-James,Rue d'Antrain 3 50240 Saint-James France,node,4577506336,48.5226822,-1.3241107,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Route des Grandes Alpes,2121,74430,Saint-Jean-d'Aulps,Route des Grandes Alpes 2121 74430 Saint-Jean-d'Aulps France,node,7609775206,46.2315204,6.6567224,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route des Grandes Alpes,4679,74430,Saint-Jean-d'Aulps,Route des Grandes Alpes 4679 74430 Saint-Jean-d'Aulps France,way,361136254,46.210065,6.6733971,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue de la Mairie,,45800,Saint-Jean-de-Braye,Rue de la Mairie 45800 Saint-Jean-de-Braye France,node,11553538258,47.9109585,1.9699277,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place Aimé Dupont,64,74450,Saint-Jean-de-Sixt,Place Aimé Dupont 64 74450 Saint-Jean-de-Sixt France,node,2393811668,45.9230697,6.4107977,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Route de Sète,,34430,Saint-Jean-de-Védas,Route de Sète 34430 Saint-Jean-de-Védas France,way,423095021,43.5724403,3.8471468,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Route de Sète,,34430,Saint-Jean-de-Védas,Route de Sète 34430 Saint-Jean-de-Védas France,way,761214097,43.5731529,3.8473502,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue de Mössingen,2,74160,Saint-Julien-en-Genevois,Avenue de Mössingen 2 74160 Saint-Julien-en-Genevois France,node,281692826,46.1473338,6.0861961,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue Amédée VIII de Savoie,5,74160,Saint-Julien-en-Genevois,Rue Amédée VIII de Savoie 5 74160 Saint-Julien-en-Genevois France,node,281692795,46.1444162,6.0801011,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Montagne,Rue de Soulan,2,65170,Saint-Lary-Soulan,Rue de Soulan 2 65170 Saint-Lary-Soulan France,node,3659301953,42.8172594,0.3223264,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Avenue Jean Aicard,87,06700,Saint-Laurent-du-Var,Avenue Jean Aicard 87 06700 Saint-Laurent-du-Var France,node,6750694749,43.6830244,7.1875052,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place Nationale,7,31470,Saint-Lys,Place Nationale 7 31470 Saint-Lys France,node,6225089109,43.5134709,1.1763522,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue Jean Moulin,8,87400,Saint-Léonard de Noblat,Avenue Jean Moulin 8 87400 Saint-Léonard de Noblat France,way,71042798,45.8313426,1.4988219,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Avenue des Fontenelles,,35400,Saint-Malo,Avenue des Fontenelles 35400 Saint-Malo France,way,52498786,48.6682659,-1.9794858,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue du Général de Gaulle,76,94160,Saint-Mandé,Avenue du Général de Gaulle 76 94160 Saint-Mandé France,node,9573004624,48.8405465,2.4174336,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue du Collège,,38160,Saint-Marcellin,Avenue du Collège 38160 Saint-Marcellin France,node,5542512903,45.1542737,5.3196386,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Avenue du Maréchal Joffre,46,62500,Saint-Martin-au-Laërt,Avenue du Maréchal Joffre 46 62500 Saint-Martin-au-Laërt France,way,167244308,50.7537225,2.244107,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Avenue Benoît Frachon,97,38400,Saint-Martin-d'Hères,Avenue Benoît Frachon 97 38400 Saint-Martin-d'Hères France,node,1379857940,45.1784524,5.7558904,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue de la République,3ter,94100,Saint-Maur-des-Fossés,Avenue de la République 3ter 94100 Saint-Maur-des-Fossés France,node,741515096,48.8039195,2.4862251,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue du Maréchal de Lattre de Tassigny,46,94410,Saint-Maurice,Avenue du Maréchal de Lattre de Tassigny 46 94410 Saint-Maurice France,node,1896597261,48.8217547,2.4200063,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Route de Jourgnac,181,87800,Saint-Maurice-les-Brousses,Route de Jourgnac 181 87800 Saint-Maurice-les-Brousses France,node,12977751242,45.7080678,1.2398772,OpenStreetMap via Overpass API
France,Carrefour,carrefour express,Rue de l'Abbaye,6,85580,Saint-Michel-en-l'Herm,Rue de l'Abbaye 6 85580 Saint-Michel-en-l'Herm France,node,951784253,46.3525283,-1.2504869,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Route d'Albi,788,82370,Saint-Nauphary,Route d'Albi 788 82370 Saint-Nauphary France,way,352300675,43.9649157,1.4276125,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Boulevard Victor Hugo,76,93400,Saint-Ouen-sur-Seine,Boulevard Victor Hugo 76 93400 Saint-Ouen-sur-Seine France,node,9965568101,48.9083384,2.3275412,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Avenue du Portou,4,64990,Saint-Pierre-d'Irube,Avenue du Portou 4 64990 Saint-Pierre-d'Irube France,node,11380846131,43.4812392,-1.4455154,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route de Montmarault,,03500,Saint-Pourçain-sur-Sioule,Route de Montmarault 03500 Saint-Pourçain-sur-Sioule France,node,4209766701,46.3101575,3.2823216,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue du Maillon,,76430,Saint-Romain-de-Colbosc,Rue du Maillon 76430 Saint-Romain-de-Colbosc France,node,4211043968,49.5254422,0.3654196,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue Emmanuel Brion,97,76680,Saint-Saëns,Avenue Emmanuel Brion 97 76680 Saint-Saëns France,way,283759113,49.6699313,1.284616,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue des Terres Noires,,81370,Saint-Sulpice-La-Pointe,Avenue des Terres Noires 81370 Saint-Sulpice-La-Pointe France,node,788953828,43.7722826,1.6762173,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue du Commerce,22,87160,Saint-Sulpice-les-Feuilles,Rue du Commerce 22 87160 Saint-Sulpice-les-Feuilles France,way,183642903,46.3163187,1.3687682,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue Emmanuel Clément,182,69590,Saint-Symphorien-sur-Coise,Avenue Emmanuel Clément 182 69590 Saint-Symphorien-sur-Coise France,node,6037470647,45.6358211,4.4619349,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place des Pilotes,27,80230,Saint-Valery-sur-Somme,Place des Pilotes 27 80230 Saint-Valery-sur-Somme France,node,13762793372,50.186513,1.6379918,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de Prédieu,1 bis,38120,Saint-Égrève,Rue de Prédieu 1 bis 38120 Saint-Égrève France,node,7359117874,45.2227771,5.688008,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue Édith Cavell,3,76310,Sainte-Adresse,Rue Édith Cavell 3 76310 Sainte-Adresse France,node,1297639515,49.5081169,0.0834881,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue du Bosquet,9,97490,Sainte-Clotilde,Rue du Bosquet 9 97490 Sainte-Clotilde France,node,2294547692,-20.905837,55.4821625,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Route de Longpont,140,91700,Sainte-Geneviève-des-Bois,Route de Longpont 140 91700 Sainte-Geneviève-des-Bois France,way,549024940,48.6485225,2.302862,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue de la Cadoire,2,44980,Sainte-Luce-sur-Loire,Rue de la Cadoire 2 44980 Sainte-Luce-sur-Loire France,node,1575724917,47.2560564,-1.4882846,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,La Chaud,,43600,Sainte-Sigolène,La Chaud 43600 Sainte-Sigolène France,node,3222284828,45.248874,4.2395699,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route du Martinet,2,33770,Salles,Route du Martinet 2 33770 Salles France,way,288053183,44.5467055,-0.8744322,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route de Taninges,1365,74340,Samoëns,Route de Taninges 1365 74340 Samoëns France,way,126621093,46.0842587,6.7055996,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Rue Nationale 20,2601,45770,Saran,Rue Nationale 20 2601 45770 Saran France,node,11516232969,47.9601688,1.8859902,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact Sarzeau,Rue du Général de Gaulle,6,56370,Sarzeau,Rue du Général de Gaulle 6 56370 Sarzeau France,node,1560785769,47.526755,-2.769823,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rond-Point du Poisson Rouge,,49400,Saumur,Rond-Point du Poisson Rouge 49400 Saumur France,way,219771638,47.246466,-0.0765025,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de Mulhouse,2,68390,Sausheim,Rue de Mulhouse 2 68390 Sausheim France,node,11742734390,47.7849361,7.3673006,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de Bretagne,17,44880,Sautron,Rue de Bretagne 17 44880 Sautron France,node,8509369173,47.2615617,-1.6686713,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue du Lion d'Or,3,09700,Saverdun,Rue du Lion d'Or 3 09700 Saverdun France,node,942777958,43.2354109,1.5754953,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Grande Rue du Bourg,3,70360,Scey-sur-Saône-et-Saint-Albin,Grande Rue du Bourg 3 70360 Scey-sur-Saône-et-Saint-Albin France,node,1993347952,47.6644973,5.9719049,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Engelgrund Auf Die Strasse,468,67630,Scheibenhard,Engelgrund Auf Die Strasse 468 67630 Scheibenhard France,way,29000930,48.9758024,8.1581548,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Route de Bischwiller,25,67300,Schiltigheim,Route de Bischwiller 25 67300 Schiltigheim France,node,538843846,48.6026473,7.7457358,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Avenue des Lacs,161,74950,Scionzier,Avenue des Lacs 161 74950 Scionzier France,way,818012837,46.0652189,6.550495,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Rue de la Paix,2b,67160,Seebach,Rue de la Paix 2b 67160 Seebach France,way,726827590,48.970768,7.9901146,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Rue de la Paix,2c,67160,Seebach,Rue de la Paix 2c 67160 Seebach France,node,6811938026,48.9707285,7.9895792,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Route de Saint-Jean-de-Braye,1375,45400,Semoy,Route de Saint-Jean-de-Braye 1375 45400 Semoy France,node,6036792654,47.9250571,1.9573015,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue Claude Debussy,3,60300,Senlis,Avenue Claude Debussy 3 60300 Senlis France,way,142258401,49.206107,2.5659865,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Contact,Route de Bordeaux,,64121,Serres-Castet,Route de Bordeaux 64121 Serres-Castet France,way,606031563,43.3770188,-0.3798099,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route des Pontets,75,74320,Sevrier,Route des Pontets 75 74320 Sevrier France,way,70565269,45.8453418,6.1504316,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Place Saint-Jean,10,74600,Seynod,Place Saint-Jean 10 74600 Seynod France,way,822961300,45.8875427,6.101328,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Route de Genève,28,74910,Seyssel,Route de Genève 28 74910 Seyssel France,way,821364046,45.9644682,5.8375581,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Boulevard de l'Europe,29,38170,Seyssinet-Pariset,Boulevard de l'Europe 29 38170 Seyssinet-Pariset France,node,7810069085,45.1800391,5.6948603,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place de l'Église,22,08380,Signy-le-Petit,Place de l'Église 22 08380 Signy-le-Petit France,node,4250055206,49.9029994,4.2792035,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue du Général de Gaulle,9,95230,Soisy-sous-Montmorency,Avenue du Général de Gaulle 9 95230 Soisy-sous-Montmorency France,node,4481730486,48.9868011,2.3006313,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Rue du Moulin Gillier,3,42290,Sorbiers,Rue du Moulin Gillier 3 42290 Sorbiers France,way,79207748,45.4811026,4.442778,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Market,Place de l'Hôtel de Ville,,76300,Sotteville-lès-Rouen,Place de l'Hôtel de Ville 76300 Sotteville-lès-Rouen France,way,64950702,49.4138616,1.0907568,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Léon Blum,12,76300,Sotteville-lès-Rouen,Rue Léon Blum 12 76300 Sotteville-lès-Rouen France,node,8025896534,49.4234046,1.0886785,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place du Général de Gaulle,5,67460,Souffelweyersheim,Place du Général de Gaulle 5 67460 Souffelweyersheim France,node,741546871,48.6358888,7.7416635,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Grand Rue,8,67620,Soufflenheim,Grand Rue 8 67620 Soufflenheim France,node,13019077108,48.8296229,7.9654851,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Avenue de Labouyrie,,40140,Soustons,Avenue de Labouyrie 40140 Soustons France,node,8345433424,43.7541106,-1.3288777,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Place de la Charente,26,57350,Spicheren,Place de la Charente 26 57350 Spicheren France,way,434923296,49.1910645,6.965218,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Allée des Açores,2,67000,Strasbourg,Allée des Açores 2 67000 Strasbourg France,node,8675241104,48.5988878,7.7636595,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Avenue Aristide Briand,32,67100,Strasbourg,Avenue Aristide Briand 32 67100 Strasbourg France,node,4578251567,48.5685085,7.7771343,OpenStreetMap via Overpass API
France,Carrefour,Carrefour,Avenue de la Forêt Noire,77,67000,Strasbourg,Avenue de la Forêt Noire 77 67000 Strasbourg France,node,497385694,48.5807685,7.7770382,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Avenue de la Marseillaise,30,67000,Strasbourg,Avenue de la Marseillaise 30 67000 Strasbourg France,node,3049597230,48.5843937,7.7578392,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place de l'Esplanade,7,67000,Strasbourg,Place de l'Esplanade 7 67000 Strasbourg France,node,1198890418,48.5769828,7.768209,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Place du Schluthfeld,6,67100,Strasbourg,Place du Schluthfeld 6 67100 Strasbourg France,node,1394498861,48.5687257,7.7526549,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Route d'Altenheim,95,67100,Strasbourg,Route d'Altenheim 95 67100 Strasbourg France,node,4111088150,48.536102,7.7713366,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Route de Mittelhausbergen,85,67200,Strasbourg,Route de Mittelhausbergen 85 67200 Strasbourg France,node,11553362805,48.5941911,7.7196871,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Route du Polygone,105,67100,Strasbourg,Route du Polygone 105 67100 Strasbourg France,node,1639772966,48.5649136,7.7603061,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Edmond Michelet,10,67100,Strasbourg,Rue Edmond Michelet 10 67100 Strasbourg France,node,11298359669,48.5732773,7.7669936,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue Ehrmann,15,67000,Strasbourg,Rue Ehrmann 15 67000 Strasbourg France,node,5573056155,48.5918362,7.7549301,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Geiler,36,67000,Strasbourg,Rue Geiler 36 67000 Strasbourg France,node,2217040257,48.5865207,7.7685546,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue Lauth,1,67000,Strasbourg,Rue Lauth 1 67000 Strasbourg France,node,583341804,48.5940162,7.7611663,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de Rathsamhausen,2,67100,Strasbourg,Rue de Rathsamhausen 2 67100 Strasbourg France,node,263359331,48.5694274,7.7627931,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue de l'Abbé François-Xavier Scherer,6,67000,Strasbourg,Rue de l'Abbé François-Xavier Scherer 6 67000 Strasbourg France,node,6728927258,48.5723961,7.794628,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue de la Première Armée,29,67000,Strasbourg,Rue de la Première Armée 29 67000 Strasbourg France,node,3818925770,48.5767646,7.7523857,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue du 22 Novembre,19,67000,Strasbourg,Rue du 22 Novembre 19 67000 Strasbourg France,node,7089160914,48.5828361,7.7434891,OpenStreetMap via Overpass API
France,Carrefour,Carrefour City,Rue du Maire Kuss,15,67000,Strasbourg,Rue du Maire Kuss 15 67000 Strasbourg France,node,501850512,48.5840464,7.7366778,OpenStreetMap via Overpass API
France,Carrefour,Carrefour Express,Rue du Parchemin,7,67000,Strasbourg,Rue du Parchemin 7 67000 Strasbourg France,node,5337210150,48.5845648,7.7537848,OpenStreetMap via Overpass API
